"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"80","2002","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","61.08","30.98","19.32","5.03","7.02","134.25","161.78","120.5"
"80","2003","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","61.85","30.77","19.32","4.73","7.65","133.35","161.74","121.3"
"80","2004","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","62.04","31.3","19.32","4.98","8.58","131.44","161.42","122.8"
"80","2005","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","62.28","30.99","19.15","5.28","7.96","131.99","158.66","120.2"
"80","2006","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","62.52","31.47","19.15","5.58","7.66","131.27","159.47","121.5"
"80","2007","5","Karnataka","Dakshina Kannada","477.15","128.48","59.06","63.79","31.3","19.15","5.6","7.42","130.4","158.18","121.3"
"80","2008","5","Karnataka","Dakshina Kannada","477.15","128.48","58.92","64.47","30.96","19.12","5.38","6.92","131.08","157.93","120.5"
"80","2009","5","Karnataka","Dakshina Kannada","477.15","128.48","58.8","65.42","30.7","19.09","5.82","6.25","130.83","157.33","120.2"
"80","2010","5","Karnataka","Dakshina Kannada","477.15","128.48","58.78","65.48","30.67","19.06","5.83","6.38","130.75","157.17","120.2"
"80","2011","5","Karnataka","Dakshina Kannada","477.15","128.48","58.78","65.51","30.55","19.03","5.42","6.29","131.45","157.68","120.0"
"80","2012","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","66.37","30.3","18.9","5.9","7.16","129.97","156.95","120.8"
"80","2013","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","67.23","30.15","18.82","5.51","6.17","130.8","157.58","120.5"
"80","2014","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","68.21","28.35","14.56","5.12","5.6","142.4","167.6","117.7"
"80","2015","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","68.71","27.76","14.4","6.04","6.67","141.16","166.16","117.7"
"80","2016","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","70.59","24.19","12.7","5.9","7.22","145.19","158.76","109.3"
"80","2017","5","Karnataka","Dakshina Kannada","477.38","128.48","58.78","70.8","24.15","12.67","5.03","6.34","146.84","157.95","107.6"
"81","2000","5","Karnataka","Uttara Kannada","1025.0","815.0","20.0","30.0","8.0","20.0","8.0","8.0","112.0","126.0","112.5"
"81","2001","5","Karnataka","Uttara Kannada","1024.68","814.72","16.24","34.16","7.36","19.45","10.14","9.42","108.61","118.52","109.1"
"81","2002","5","Karnataka","Uttara Kannada","1024.68","814.46","16.24","34.16","7.36","19.45","12.04","7.01","109.39","119.61","109.3"
"81","2003","5","Karnataka","Uttara Kannada","1024.68","814.46","16.24","34.19","7.36","19.36","12.62","7.28","108.59","118.83","109.4"
"81","2004","5","Karnataka","Uttara Kannada","1024.68","813.81","16.24","34.26","7.36","19.36","12.59","8.23","108.25","119.0","109.9"
"81","2005","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.37","6.64","17.22","11.06","5.89","115.08","126.55","110.0"
"81","2006","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.4","6.46","16.85","11.07","5.66","115.62","126.72","109.6"
"81","2007","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.42","6.45","16.85","11.73","5.89","114.69","125.26","109.2"
"81","2008","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.46","6.45","16.63","12.73","5.48","114.3","125.0","109.4"
"81","2009","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.49","6.45","16.63","13.14","6.4","112.95","125.66","111.3"
"81","2010","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.51","6.45","16.63","13.07","7.23","112.15","124.42","110.9"
"81","2011","5","Karnataka","Uttara Kannada","1024.68","813.6","16.23","34.55","6.45","16.63","14.21","5.91","112.3","123.53","110.0"
