"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"65","2000","5","Karnataka","Kolar","110.6","123.31","169.5","129.03","126.08","95.26","60.5","7.8","0.0","0.0","35.72"
"65","2001","5","Karnataka","Kolar","103.41","123.64","164.84","89.35","142.59","124.45","53.0","86.99","0.68","0.0","42.06"
"65","2002","5","Karnataka","Kolar","108.0","127.35","172.91","166.59","72.49","67.97","101.1","92.17","62.17","0.0","38.3"
"65","2003","5","Karnataka","Kolar","114.03","130.29","167.41","131.2","175.54","97.86","46.88","48.28","75.77","0.0","58.55"
"65","2004","5","Karnataka","Kolar","104.68","121.82","171.34","132.06","28.82","97.27","0.3","85.8","0.0","0.0","35.72"
"65","2005","5","Karnataka","Kolar","105.88","121.82","165.38","116.52","68.06","94.8","31.46","28.45","12.91","0.0","10.85"
"65","2006","5","Karnataka","Kolar","67.84","103.51","125.4","138.84","84.78","56.61","89.48","90.04","61.41","1.74","54.25"
"65","2007","5","Karnataka","Kolar","113.57","123.53","171.5","102.7","104.61","92.78","3.78","7.5","0.0","0.0","49.1"
"65","2008","5","Karnataka","Kolar","104.17","114.6","131.8","141.16","125.39","85.93","0.53","0.95","25.17","0.0","13.64"
"65","2009","5","Karnataka","Kolar","95.89","120.29","157.25","145.19","68.75","48.4","106.74","45.15","0.0","71.64","19.84"
"65","2010","5","Karnataka","Kolar","111.42","124.44","168.01","122.44","94.38","69.45","46.27","45.51","3.95","0.04","1.49"
"65","2011","5","Karnataka","Kolar","107.77","104.69","166.83","102.03","84.31","110.72","57.29","1.52","36.84","0.0","32.49"
"65","2012","5","Karnataka","Kolar","103.31","123.93","169.89","153.91","106.53","130.49","79.76","30.11","53.74","16.37","18.92"
"65","2013","5","Karnataka","Kolar","117.24","124.3","166.57","159.85","67.82","51.19","38.18","69.92","0.0","13.95","3.77"
"65","2014","5","Karnataka","Kolar","123.49","120.46","167.0","165.09","112.35","47.86","72.61","59.35","1.1","0.0","29.36"
"65","2015","5","Karnataka","Kolar","84.52","115.81","147.7","116.11","52.35","87.48","64.86","60.2","24.84","56.02","0.0"
"66","2000","5","Karnataka","Tumkur","119.44","127.31","172.65","131.84","121.0","93.44","61.51","26.18","7.64","0.0","58.07"
"66","2001","5","Karnataka","Tumkur","119.78","131.54","171.43","108.06","144.64","118.2","55.0","81.89","12.93","1.18","77.06"
"66","2002","5","Karnataka","Tumkur","123.31","137.81","182.18","170.7","57.75","61.67","95.37","89.09","73.55","0.01","62.81"
"66","2003","5","Karnataka","Tumkur","123.44","137.54","172.82","119.23","177.59","93.43","68.48","68.57","76.3","0.0","76.39"
"66","2004","5","Karnataka","Tumkur","118.11","132.88","178.25","131.17","45.96","96.47","11.72","71.81","6.01","5.74","72.17"
"66","2005","5","Karnataka","Tumkur","120.56","132.88","168.11","115.57","95.72","75.45","34.32","37.68","1.89","0.0","39.06"
"66","2006","5","Karnataka","Tumkur","113.19","128.12","143.39","151.09","77.53","62.67","79.27","84.33","33.97","26.45","78.67"
"66","2007","5","Karnataka","Tumkur","123.95","133.43","177.97","99.87","87.34","100.48","25.41","30.08","0.0","5.18","47.77"
"66","2008","5","Karnataka","Tumkur","111.95","119.86","146.56","140.66","121.66","80.7","12.43","17.22","14.01","0.1","45.32"
"66","2009","5","Karnataka","Tumkur","112.95","130.27","163.55","144.06","86.47","30.27","90.53","59.38","0.0","33.72","40.42"
"66","2010","5","Karnataka","Tumkur","117.0","130.28","172.99","109.46","100.3","73.83","54.65","60.57","6.3","2.16","19.55"
"66","2011","5","Karnataka","Tumkur","112.41","114.06","172.72","112.81","88.2","104.47","57.44","21.52","20.59","0.64","65.49"
"66","2012","5","Karnataka","Tumkur","115.17","132.51","174.56","147.33","102.11","124.06","79.02","45.01","59.7","43.27","48.58"
"66","2013","5","Karnataka","Tumkur","122.99","130.04","174.41","154.85","81.72","51.4","38.29","77.9","0.0","19.51","37.39"
"66","2014","5","Karnataka","Tumkur","126.27","128.22","170.74","158.02","110.43","60.95","51.03","61.51","1.36","0.0","32.12"
"66","2015","5","Karnataka","Tumkur","104.37","124.09","156.99","110.6","56.53","90.44","67.67","74.26","28.65","48.71","5.8"
"67","2000","5","Karnataka","Mysore","106.89","117.06","166.32","71.8","79.52","62.08","27.64","18.85","20.39","0.0","31.53"
"67","2001","5","Karnataka","Mysore","99.3","119.29","162.28","3.41","84.46","76.38","18.95","47.18","30.13","0.0","45.19"
"67","2002","5","Karnataka","Mysore","114.98","125.91","167.28","139.11","21.64","39.26","47.56","57.8","66.33","0.0","22.99"
"67","2003","5","Karnataka","Mysore","109.37","125.1","163.37","23.37","140.75","57.0","25.01","50.36","60.55","0.0","40.26"
"67","2004","5","Karnataka","Mysore","111.81","123.48","165.02","76.22","0.96","53.54","5.29","40.29","19.14","0.0","34.04"
"67","2005","5","Karnataka","Mysore","104.89","123.48","159.44","63.09","64.56","52.11","13.94","35.65","17.25","0.0","24.61"
"67","2006","5","Karnataka","Mysore","104.43","120.24","118.69","121.3","31.22","37.86","30.54","50.42","3.66","0.0","44.36"
"67","2007","5","Karnataka","Mysore","112.13","125.84","166.8","31.06","0.0","50.17","13.85","20.89","0.21","0.0","23.52"
"67","2008","5","Karnataka","Mysore","102.09","109.83","100.55","68.12","96.73","49.85","5.67","20.41","15.6","0.0","27.15"
"67","2009","5","Karnataka","Mysore","107.05","124.89","143.87","112.73","55.62","6.06","37.11","45.81","2.8","23.34","8.49"
"67","2010","5","Karnataka","Mysore","107.83","127.1","169.86","24.45","7.63","61.01","16.81","45.74","19.8","0.0","1.27"
"67","2011","5","Karnataka","Mysore","93.22","100.76","165.04","59.92","62.32","63.14","20.27","20.35","8.77","0.0","37.2"
"67","2012","5","Karnataka","Mysore","110.2","122.13","171.83","92.25","73.11","90.16","37.22","34.37","52.11","19.94","29.14"
"67","2013","5","Karnataka","Mysore","121.75","125.81","159.76","143.58","9.51","37.86","11.25","49.3","15.78","9.68","20.61"
"67","2014","5","Karnataka","Mysore","117.54","130.97","169.36","111.71","87.49","42.48","15.05","32.89","0.06","0.0","25.58"
"67","2015","5","Karnataka","Mysore","102.89","123.99","134.87","42.78","0.05","47.45","21.39","48.43","30.82","0.65","0.0"
"68","2000","5","Karnataka","Mandya","112.14","124.12","168.64","98.44","90.04","90.31","69.06","33.38","11.1","0.0","41.78"
"68","2001","5","Karnataka","Mandya","113.82","127.33","165.64","42.57","109.34","107.68","58.97","83.79","22.15","0.0","63.24"
"68","2002","5","Karnataka","Mandya","122.09","132.05","173.73","154.89","19.25","63.43","94.28","92.3","73.9","0.0","35.49"
"68","2003","5","Karnataka","Mandya","116.0","131.68","168.49","72.87","156.38","89.91","69.7","77.29","76.16","0.0","52.39"
"68","2004","5","Karnataka","Mandya","116.06","129.45","170.72","106.67","2.63","83.77","17.42","79.08","11.74","0.0","53.92"
"68","2005","5","Karnataka","Mandya","116.69","129.45","165.68","87.11","55.67","80.07","46.09","55.35","13.75","0.0","35.73"
"68","2006","5","Karnataka","Mandya","114.06","124.96","131.7","134.06","33.57","64.02","79.01","88.29","13.08","1.94","70.43"
"68","2007","5","Karnataka","Mandya","123.31","133.04","174.28","58.36","7.12","99.05","41.61","41.81","0.0","0.0","35.11"
"68","2008","5","Karnataka","Mandya","108.96","118.34","128.02","113.24","94.73","76.8","17.6","32.65","20.02","0.0","29.81"
"68","2009","5","Karnataka","Mandya","106.95","126.39","154.68","124.15","48.08","19.4","87.58","74.61","0.28","39.27","26.35"
"68","2010","5","Karnataka","Mandya","122.96","132.57","172.77","66.65","39.17","81.96","57.31","75.24","16.03","0.0","4.73"
"68","2011","5","Karnataka","Mandya","109.38","108.24","168.29","87.91","52.16","95.89","62.52","32.84","14.08","0.0","51.13"
"68","2012","5","Karnataka","Mandya","116.86","129.68","175.47","128.63","63.7","115.59","83.26","57.03","65.52","26.16","34.73"
"68","2013","5","Karnataka","Mandya","127.39","131.52","170.27","151.39","24.22","59.26","44.4","86.48","4.28","13.72","24.96"
"68","2014","5","Karnataka","Mandya","130.42","134.55","173.15","142.86","91.34","65.94","54.62","68.57","0.0","0.0","28.38"
"68","2015","5","Karnataka","Mandya","96.28","122.08","146.23","83.0","3.91","80.56","65.59","80.84","31.36","13.68","0.0"
"69","2000","5","Karnataka","Hassan","105.94","119.73","163.77","85.74","82.65","52.45","20.45","22.95","19.73","0.0","37.73"
"69","2001","5","Karnataka","Hassan","108.2","120.77","162.01","29.8","111.64","70.81","15.63","44.71","27.93","0.0","49.88"
"69","2002","5","Karnataka","Hassan","112.52","124.31","167.49","142.22","19.89","33.6","41.17","50.23","58.77","0.0","31.09"
"69","2003","5","Karnataka","Hassan","109.29","126.75","162.25","49.32","148.88","45.6","25.05","47.56","55.03","0.0","48.58"
"69","2004","5","Karnataka","Hassan","111.86","123.77","163.88","94.23","24.07","53.56","2.06","36.08","19.86","0.0","43.97"
"69","2005","5","Karnataka","Hassan","109.99","123.77","158.18","70.77","86.92","36.62","10.16","29.74","7.33","0.0","32.38"
"69","2006","5","Karnataka","Hassan","105.15","119.43","130.57","129.6","52.03","33.26","25.16","46.15","11.77","0.17","50.73"
"69","2007","5","Karnataka","Hassan","111.31","124.0","166.21","47.23","20.95","61.2","9.54","24.39","0.14","0.0","26.39"
"69","2008","5","Karnataka","Hassan","101.64","116.81","126.53","79.57","105.63","43.4","2.1","20.41","13.09","0.0","29.47"
"69","2009","5","Karnataka","Hassan","103.3","121.65","149.75","117.02","75.32","9.34","32.26","42.31","1.95","8.99","11.46"
"69","2010","5","Karnataka","Hassan","102.57","123.22","165.22","46.33","58.3","41.2","16.66","40.82","16.5","0.0","1.35"
"69","2011","5","Karnataka","Hassan","91.92","108.36","162.59","65.92","75.54","56.58","16.34","20.97","10.87","0.0","41.67"
"69","2012","5","Karnataka","Hassan","107.44","123.61","167.09","104.05","86.85","81.02","30.85","32.42","44.78","22.61","30.75"
"69","2013","5","Karnataka","Hassan","115.32","124.82","162.58","140.3","50.54","27.66","8.88","44.87","6.62","9.55","25.89"
"69","2014","5","Karnataka","Hassan","112.24","126.73","164.66","121.73","95.55","35.71","11.06","33.36","0.05","0.0","25.55"
"69","2015","5","Karnataka","Hassan","99.9","119.2","144.82","68.69","25.29","55.72","21.4","47.9","34.25","9.23","0.02"
"70","2000","5","Karnataka","Shimoge","91.98","106.6","150.71","114.69","34.36","9.29","0.0","0.31","2.67","0.0","36.14"
"70","2001","5","Karnataka","Shimoge","92.46","105.36","146.3","94.39","121.42","25.52","0.0","2.04","8.9","0.38","34.9"
"70","2002","5","Karnataka","Shimoge","91.89","107.17","149.24","139.49","0.18","3.69","2.27","3.23","22.82","0.0","36.12"
"70","2003","5","Karnataka","Shimoge","93.19","112.31","145.99","98.84","142.75","2.2","0.37","4.26","17.17","0.0","42.77"
"70","2004","5","Karnataka","Shimoge","93.98","107.02","148.54","125.78","41.25","9.12","0.0","0.84","6.82","3.97","34.0"
"70","2005","5","Karnataka","Shimoge","92.34","107.02","141.29","83.74","113.8","0.62","0.0","0.31","0.0","0.0","31.94"
"70","2006","5","Karnataka","Shimoge","90.67","105.44","102.31","142.6","44.82","3.07","0.01","1.74","1.58","0.0","29.12"
"70","2007","5","Karnataka","Shimoge","88.27","104.11","146.96","98.95","64.44","3.73","0.0","0.06","0.0","2.84","13.05"
"70","2008","5","Karnataka","Shimoge","81.95","96.18","102.84","78.3","111.73","7.02","0.0","0.02","0.65","0.18","32.3"
"70","2009","5","Karnataka","Shimoge","88.39","106.4","135.65","130.63","90.69","0.01","0.05","2.4","0.0","0.0","2.96"
"70","2010","5","Karnataka","Shimoge","73.88","100.2","142.67","95.14","100.64","1.03","0.0","1.06","0.17","0.0","1.13"
"70","2011","5","Karnataka","Shimoge","71.1","91.67","140.92","71.63","88.88","11.85","0.0","0.06","0.6","0.0","32.49"
"70","2012","5","Karnataka","Shimoge","89.17","108.15","148.59","107.69","107.12","35.94","0.12","1.06","7.65","12.65","30.94"
"70","2013","5","Karnataka","Shimoge","93.44","106.53","146.58","136.54","79.89","0.88","0.0","1.98","0.31","3.33","30.57"
"70","2014","5","Karnataka","Shimoge","91.84","108.87","144.76","129.71","78.44","5.93","0.0","0.38","0.87","0.0","23.97"
"70","2015","5","Karnataka","Shimoge","82.3","103.48","123.79","96.56","67.5","9.83","0.01","3.34","10.92","7.69","18.72"
"71","2000","5","Karnataka","Chickmagalur","105.26","115.87","159.2","82.77","53.24","30.27","7.16","11.52","11.11","0.0","37.33"
"71","2001","5","Karnataka","Chickmagalur","104.93","115.3","156.13","40.54","109.22","41.57","5.1","20.85","17.77","0.01","41.5"
"71","2002","5","Karnataka","Chickmagalur","107.24","118.73","160.01","135.4","10.27","21.46","18.92","24.23","36.42","0.0","33.07"
"71","2003","5","Karnataka","Chickmagalur","107.91","122.12","154.57","51.02","140.76","23.3","11.96","23.89","32.58","0.0","44.83"
"71","2004","5","Karnataka","Chickmagalur","106.62","117.48","157.48","96.59","27.87","30.48","0.64","13.9","13.43","0.65","39.63"
"71","2005","5","Karnataka","Chickmagalur","105.51","117.48","150.02","57.62","94.49","17.42","3.05","12.48","1.9","0.0","31.24"
"71","2006","5","Karnataka","Chickmagalur","103.57","115.32","107.77","129.14","41.9","20.91","9.31","21.25","10.49","0.13","37.66"
"71","2007","5","Karnataka","Chickmagalur","105.06","116.33","157.04","50.31","35.81","29.07","2.18","9.85","0.0","0.28","18.9"
"71","2008","5","Karnataka","Chickmagalur","99.66","108.08","107.64","56.42","102.99","26.21","0.73","7.2","6.65","0.0","31.58"
"71","2009","5","Karnataka","Chickmagalur","103.81","117.95","141.52","114.92","76.39","8.49","12.5","21.21","0.32","0.64","7.29"
"71","2010","5","Karnataka","Chickmagalur","97.87","115.45","155.18","48.4","69.45","19.0","6.25","18.24","6.95","0.0","1.21"
"71","2011","5","Karnataka","Chickmagalur","94.6","103.88","154.98","47.14","76.39","32.75","5.3","9.6","7.57","0.0","36.07"
"71","2012","5","Karnataka","Chickmagalur","103.6","117.84","158.37","90.27","89.89","50.0","11.99","15.76","23.05","16.88","27.8"
"71","2013","5","Karnataka","Chickmagalur","107.03","116.06","153.48","131.22","55.76","15.35","2.72","20.11","3.51","7.42","27.45"
"71","2014","5","Karnataka","Chickmagalur","106.41","119.51","154.38","113.79","82.11","22.86","2.88","14.22","1.57","0.0","24.82"
"71","2015","5","Karnataka","Chickmagalur","98.9","115.43","130.33","63.79","37.5","31.44","8.52","23.22","21.35","10.48","2.44"
"72","2000","5","Karnataka","Chitradurga","123.29","132.93","175.35","145.32","115.48","103.19","67.09","52.6","31.77","0.49","92.2"
"72","2001","5","Karnataka","Chitradurga","126.3","133.97","177.48","132.57","157.47","122.14","64.89","90.97","47.24","9.06","93.0"
"72","2002","5","Karnataka","Chitradurga","126.43","141.18","185.03","172.78","50.15","83.91","99.02","90.48","92.04","0.02","84.79"
"72","2003","5","Karnataka","Chitradurga","126.0","138.33","173.12","134.18","179.97","97.65","84.26","90.99","91.75","0.08","98.55"
"72","2004","5","Karnataka","Chitradurga","122.08","135.95","181.0","141.55","65.58","103.54","30.26","79.25","34.71","25.84","94.62"
"72","2005","5","Karnataka","Chitradurga","123.72","135.95","170.0","125.19","119.18","77.31","44.44","60.5","6.48","0.0","63.56"
"72","2006","5","Karnataka","Chitradurga","118.44","132.07","148.1","159.06","83.19","80.71","75.51","87.19","45.28","26.77","85.02"
"72","2007","5","Karnataka","Chitradurga","124.39","133.73","176.96","118.9","109.93","97.22","39.82","50.77","0.14","22.64","68.3"
"72","2008","5","Karnataka","Chitradurga","118.28","122.91","150.82","137.46","134.33","95.7","32.31","36.31","28.75","3.83","77.42"
"72","2009","5","Karnataka","Chitradurga","119.81","132.47","165.67","152.89","104.9","53.63","83.3","77.62","0.29","22.05","56.14"
"72","2010","5","Karnataka","Chitradurga","117.5","131.94","173.34","127.81","121.99","76.57","60.23","74.96","16.1","4.57","36.88"
"72","2011","5","Karnataka","Chitradurga","114.64","122.3","173.6","119.53","106.58","110.29","60.43","45.81","37.64","2.41","88.44"
"72","2012","5","Karnataka","Chitradurga","118.18","133.41","173.57","145.28","121.71","124.87","80.59","69.42","67.28","55.77","68.03"
"72","2013","5","Karnataka","Chitradurga","120.67","129.13","174.4","154.74","102.07","66.72","48.55","90.3","2.77","32.87","71.4"
"72","2014","5","Karnataka","Chitradurga","127.2","131.03","168.47","158.07","108.46","84.59","50.41","72.52","18.05","0.0","43.55"
"72","2015","5","Karnataka","Chitradurga","111.0","126.65","158.47","115.88","81.85","99.72","75.92","89.86","60.08","54.87","41.19"
"73","2000","5","Karnataka","Bellary","121.65","132.39","173.57","152.44","116.53","80.81","49.8","14.58","1.73","13.09","99.67"
"73","2001","5","Karnataka","Bellary","121.82","131.76","177.62","152.14","176.57","110.19","64.32","66.32","25.46","18.63","94.03"
"73","2002","5","Karnataka","Bellary","121.58","140.48","182.31","174.8","66.12","62.94","96.62","59.92","89.0","4.63","98.42"
"73","2003","5","Karnataka","Bellary","122.06","135.21","167.87","142.24","185.84","74.88","70.28","77.01","81.43","2.68","107.82"
"73","2004","5","Karnataka","Bellary","117.61","132.8","178.4","142.74","88.16","90.43","16.41","61.15","11.17","53.86","97.8"
"73","2005","5","Karnataka","Bellary","117.36","132.8","167.21","123.45","141.19","38.07","13.6","31.26","0.0","0.0","44.04"
"73","2006","5","Karnataka","Bellary","112.5","129.0","146.22","154.85","81.33","58.86","51.99","50.99","4.52","35.12","74.38"
"73","2007","5","Karnataka","Bellary","116.57","128.97","171.47","125.28","140.93","52.06","19.99","13.16","0.0","25.25","51.09"
"73","2008","5","Karnataka","Bellary","110.8","117.36","144.98","130.43","148.74","87.29","23.86","3.67","0.84","19.79","64.26"
"73","2009","5","Karnataka","Bellary","113.95","126.4","162.82","155.23","125.51","35.33","63.15","41.37","0.0","5.5","28.14"
"73","2010","5","Karnataka","Bellary","105.48","127.38","169.05","140.23","149.12","34.05","26.75","38.26","0.0","6.5","19.38"
"73","2011","5","Karnataka","Bellary","103.58","120.75","166.55","118.38","128.43","100.74","38.23","11.86","5.24","8.94","84.89"
"73","2012","5","Karnataka","Bellary","113.77","129.93","167.51","135.25","146.02","115.03","59.83","47.25","29.8","61.75","68.61"
"73","2013","5","Karnataka","Bellary","115.35","126.47","172.11","143.66","131.72","34.93","29.22","72.85","0.0","11.9","56.58"
"73","2014","5","Karnataka","Bellary","121.83","124.49","158.72","155.29","107.54","77.02","24.33","39.41","10.4","1.66","47.23"
"73","2015","5","Karnataka","Bellary","104.77","123.85","154.67","99.94","113.03","76.55","75.77","77.47","40.04","58.85","67.56"
"74","2000","5","Karnataka","Dharwad","119.43","127.05","171.45","139.83","43.54","42.25","10.63","12.16","0.0","7.45","68.88"
"74","2001","5","Karnataka","Dharwad","121.08","123.53","168.76","135.7","152.32","76.95","13.19","25.71","26.19","10.77","59.85"
"74","2002","5","Karnataka","Dharwad","118.55","130.07","173.82","157.6","0.63","28.69","39.35","11.83","60.9","0.0","68.93"
"74","2003","5","Karnataka","Dharwad","116.4","127.48","161.3","124.51","162.93","11.76","38.04","40.72","52.16","0.0","90.55"
"74","2004","5","Karnataka","Dharwad","117.57","129.2","173.45","148.41","53.02","36.72","14.03","8.52","23.97","43.37","72.96"
"74","2005","5","Karnataka","Dharwad","117.83","129.2","166.63","85.87","146.29","0.4","3.27","7.0","0.0","0.0","45.06"
"74","2006","5","Karnataka","Dharwad","116.12","126.77","129.86","161.79","34.44","23.11","5.51","5.52","0.0","0.24","31.31"
"74","2007","5","Karnataka","Dharwad","111.66","122.03","169.55","116.84","123.39","2.71","3.97","2.13","0.0","24.01","18.66"
"74","2008","5","Karnataka","Dharwad","111.62","108.27","131.37","83.72","138.38","46.45","11.86","0.45","0.0","16.72","54.29"
"74","2009","5","Karnataka","Dharwad","113.61","122.95","159.49","152.16","115.61","7.43","4.02","18.13","0.0","0.0","2.08"
"74","2010","5","Karnataka","Dharwad","100.24","121.26","168.5","127.13","152.62","1.17","6.94","9.71","0.0","0.0","0.53"
"74","2011","5","Karnataka","Dharwad","99.93","116.03","164.75","75.09","112.02","44.78","5.54","3.5","0.0","0.0","40.17"
"74","2012","5","Karnataka","Dharwad","108.26","123.21","167.44","102.34","138.12","88.89","16.13","15.64","5.94","35.03","56.68"
"74","2013","5","Karnataka","Dharwad","114.41","121.82","171.73","140.11","115.71","6.83","5.14","26.74","0.0","10.01","52.68"
"74","2014","5","Karnataka","Dharwad","120.72","123.72","156.95","141.01","68.25","58.92","0.61","5.41","7.58","0.0","20.45"
"74","2015","5","Karnataka","Dharwad","105.31","121.42","143.65","100.85","94.12","39.12","25.2","39.29","41.48","31.83","65.62"
"75","2000","5","Karnataka","Belgaum","116.93","125.01","167.48","149.59","52.09","19.36","1.76","4.97","0.02","12.86","63.2"
"75","2001","5","Karnataka","Belgaum","117.13","122.0","162.91","144.9","158.57","62.85","3.15","12.9","20.76","3.66","54.05"
"75","2002","5","Karnataka","Belgaum","110.2","131.32","167.84","159.4","19.32","25.48","30.57","2.69","55.95","2.51","75.05"
"75","2003","5","Karnataka","Belgaum","113.43","124.48","149.96","136.8","165.25","10.39","19.68","29.83","47.62","3.22","87.09"
"75","2004","5","Karnataka","Belgaum","112.97","127.77","170.19","158.11","58.83","14.92","11.15","0.14","18.32","42.46","69.49"
"75","2005","5","Karnataka","Belgaum","112.43","127.77","160.64","92.02","152.12","0.0","0.0","0.51","0.0","0.14","45.67"
"75","2006","5","Karnataka","Belgaum","111.72","127.36","111.31","168.4","35.01","16.3","0.01","0.04","0.0","0.41","25.55"
"75","2007","5","Karnataka","Belgaum","104.99","119.9","165.24","128.1","136.67","0.08","0.01","0.01","0.0","31.33","23.98"
"75","2008","5","Karnataka","Belgaum","106.61","103.62","147.28","97.47","146.47","39.08","5.64","0.0","0.0","21.1","55.72"
"75","2009","5","Karnataka","Belgaum","110.05","122.78","152.87","158.99","128.43","10.12","0.0","2.39","0.0","0.0","1.3"
"75","2010","5","Karnataka","Belgaum","91.95","115.43","164.08","141.16","170.05","0.02","0.04","0.57","0.0","0.0","2.22"
"75","2011","5","Karnataka","Belgaum","91.53","114.35","162.41","86.66","122.79","15.88","0.04","0.27","0.0","0.0","40.54"
"75","2012","5","Karnataka","Belgaum","101.84","121.98","163.16","108.5","148.53","75.73","3.94","4.8","4.82","18.87","54.96"
"75","2013","5","Karnataka","Belgaum","108.61","120.33","165.02","146.78","128.91","3.84","0.03","12.62","0.0","10.27","52.19"
"75","2014","5","Karnataka","Belgaum","117.79","121.3","146.73","144.21","72.93","57.24","0.0","0.08","7.54","0.31","22.67"
"75","2015","5","Karnataka","Belgaum","97.21","120.67","125.78","110.8","92.4","26.69","16.23","30.38","32.73","25.33","63.1"
"77","2000","5","Karnataka","Bidar","108.12","124.99","168.0","185.46","170.09","0.0","0.0","0.0","1.95","41.13","82.06"
"77","2001","5","Karnataka","Bidar","102.2","124.6","152.91","166.81","210.75","0.0","30.05","0.0","1.15","14.29","56.3"
"77","2002","5","Karnataka","Bidar","101.32","128.5","171.32","193.17","175.03","0.0","31.62","0.0","14.41","29.64","74.22"
"77","2003","5","Karnataka","Bidar","108.21","129.08","167.82","165.49","205.26","42.59","0.0","0.38","12.74","19.81","67.59"
"77","2004","5","Karnataka","Bidar","103.77","117.59","159.27","147.98","160.89","70.0","0.0","2.16","0.0","30.22","66.83"
"77","2005","5","Karnataka","Bidar","103.04","117.59","154.21","143.17","179.01","3.75","0.0","0.0","0.0","1.19","39.86"
"77","2006","5","Karnataka","Bidar","92.82","110.45","129.09","130.75","121.31","10.26","0.0","0.0","0.0","32.42","37.43"
"77","2007","5","Karnataka","Bidar","95.73","116.57","165.25","148.1","194.79","0.0","0.0","0.0","0.0","43.3","57.8"
"77","2008","5","Karnataka","Bidar","101.52","101.27","128.84","160.92","178.18","84.69","2.43","0.0","0.0","32.55","47.31"
"77","2009","5","Karnataka","Bidar","99.17","114.07","156.12","159.9","169.73","42.14","1.51","0.0","0.0","19.96","27.48"
"77","2010","5","Karnataka","Bidar","89.58","117.79","164.66","182.87","188.1","0.0","0.0","0.0","0.0","21.34","26.64"
"77","2011","5","Karnataka","Bidar","90.45","106.97","159.37","139.61","183.9","62.84","0.0","0.0","0.0","26.04","62.85"
"77","2012","5","Karnataka","Bidar","105.96","119.26","164.83","165.4","194.69","13.47","0.0","0.0","0.0","24.04","44.07"
"77","2013","5","Karnataka","Bidar","102.79","110.73","168.26","123.41","192.56","0.0","0.0","0.78","0.0","0.75","34.58"
"77","2014","5","Karnataka","Bidar","107.76","113.0","121.71","155.1","160.66","91.73","0.0","0.0","0.0","37.46","48.18"
"77","2015","5","Karnataka","Bidar","95.76","115.62","135.24","77.08","169.5","0.0","41.44","20.58","0.0","32.45","72.03"
"78","2000","5","Karnataka","Raichur","119.89","129.6","172.89","176.17","153.58","53.48","40.2","0.1","0.19","40.65","96.22"
"78","2001","5","Karnataka","Raichur","113.78","128.81","173.03","174.54","208.79","89.86","86.91","32.42","18.03","34.76","106.27"
"78","2002","5","Karnataka","Raichur","117.23","142.05","179.31","188.79","134.21","52.67","97.95","32.77","94.54","38.13","107.06"
"78","2003","5","Karnataka","Raichur","120.46","136.27","167.43","168.3","207.34","95.91","27.81","60.36","76.32","22.42","114.36"
"78","2004","5","Karnataka","Raichur","115.66","127.46","171.36","153.56","138.82","108.15","10.96","58.93","5.06","84.26","108.85"
"78","2005","5","Karnataka","Raichur","113.88","127.46","163.87","148.6","172.27","44.72","0.16","16.04","0.0","0.05","40.45"
"78","2006","5","Karnataka","Raichur","98.39","119.61","133.67","153.21","115.7","67.61","26.2","13.56","0.0","54.37","65.28"
"78","2007","5","Karnataka","Raichur","106.53","122.36","167.26","151.23","182.72","34.77","19.5","0.28","0.0","38.18","50.08"
"78","2008","5","Karnataka","Raichur","101.72","101.73","125.58","152.53","174.31","110.17","39.96","0.0","0.0","29.45","49.24"
"78","2009","5","Karnataka","Raichur","104.51","118.05","159.95","166.14","165.39","58.87","65.9","2.66","0.0","17.41","37.56"
"78","2010","5","Karnataka","Raichur","97.96","124.74","167.91","171.33","177.93","23.14","1.36","5.96","0.0","17.47","27.13"
"78","2011","5","Karnataka","Raichur","90.95","109.57","159.75","146.95","168.26","122.04","23.33","1.13","1.16","35.61","99.0"
"78","2012","5","Karnataka","Raichur","112.33","126.1","165.08","151.28","186.18","109.5","31.03","35.69","9.02","72.17","78.2"
"78","2013","5","Karnataka","Raichur","115.05","123.93","170.65","144.45","179.31","27.11","14.09","60.89","0.0","10.91","53.87"
"78","2014","5","Karnataka","Raichur","119.44","119.19","147.79","164.54","137.15","107.79","9.71","16.86","21.31","47.26","77.3"
"78","2015","5","Karnataka","Raichur","107.51","124.13","150.24","114.35","159.12","64.31","100.89","82.92","14.36","76.44","99.18"
"79","2000","5","Karnataka","Gulbarga","114.69","126.86","169.58","187.04","165.9","4.94","6.61","0.0","0.0","37.17","90.64"
"79","2001","5","Karnataka","Gulbarga","107.76","125.22","165.27","172.95","223.56","20.84","64.24","3.18","2.85","25.58","96.31"
"79","2002","5","Karnataka","Gulbarga","109.69","136.41","177.48","191.28","160.7","9.04","69.7","2.27","50.15","46.63","101.07"
"79","2003","5","Karnataka","Gulbarga","115.41","128.88","170.02","169.63","218.25","68.07","1.24","22.16","33.63","23.01","95.46"
