Dist Code,Year,State Code,State Name,Dist Name,JANUARY RAINFALL (Millimeters),FEBRUARY RAINFALL (Millimeters),MARCH RAINFALL (Millimeters),APRIL RAINFALL (Millimeters),MAY RAINFALL (Millimeters),JUNE RAINFALL (Millimeters),JULY RAINFALL (Millimeters),AUGUST RAINFALL (Millimeters),SEPTEMBER RAINFALL (Millimeters),OCTOBER RAINFALL (Millimeters),NOVEMBER RAINFALL (Millimeters),DECEMBER RAINFALL (Millimeters),ANNUAL RAINFALL (Millimeters)
1011,2012,5,Karnataka,Chamaraja Nagar,1.8,0,0.5,105.9,61.5,10.6,41.3,52.5,33.5,138.2,73.4,10.3,529.5
1011,2013,5,Karnataka,Chamaraja Nagar,0,0.4,4.8,74.4,82.9,46.5,75.9,75.5,157.1,108.3,49.3,3.8,678.9
1011,2014,5,Karnataka,Chamaraja Nagar,0,1.9,22.5,42.2,128.9,47.8,45.5,122.9,102.2,172.2,10.4,10.2,706.7
1011,2015,5,Karnataka,Chamaraja Nagar,0.3,0,29.3,108.8,148.4,86.1,14,68.7,135.5,109.2,205.9,9.1,915.3
1011,2016,5,Karnataka,Chamaraja Nagar,5.5,0.9,2.2,8.2,102.5,62.9,67.2,10.4,20.2,13,3.9,23.9,320.8
1011,2017,5,Karnataka,Chamaraja Nagar,0,0,26,34.6,206.6,12.3,26.1,146.8,235,180.5,35,21.6,924.5
1012,2000,5,Karnataka,Davanagere,2,6,0,13,25,76,107,196,138,168,0,2,733
1012,2001,5,Karnataka,Davanagere,0,0,0,73,13,59,81,99,110,53,1,0,489
1012,2002,5,Karnataka,Davanagere,0,38,0,18,121,89,55,82,78,106,4,0,591
1012,2003,5,Karnataka,Davanagere,-1,-1,-1,31,0,48,48,81,19,188,1,4,420
1012,2004,5,Karnataka,Davanagere,0,0,3,35,96,64,88,100,125,41,8,0,560
1012,2005,5,Karnataka,Davanagere,0,0,3,52,114,85,287,120,92,140,22,1,916
1012,2006,5,Karnataka,Davanagere,0,0,10,52,117,103,81,52,78,38,82,0,613
1012,2007,5,Karnataka,Davanagere,0,0,4.6,5.3,36.3,113.4,97.2,123.3,164.5,177.9,6.5,0.7,729.7
1012,2008,5,Karnataka,Davanagere,0,0,2,23,75,69,73,123,102,80,52,0,501
1012,2009,5,Karnataka,Davanagere,0,0,31.7,20.3,130.8,99,137.3,160.9,220.4,117.4,0,0,917.8
1012,2010,5,Karnataka,Davanagere,11,0,2,47,52,75,129,185,143,132,194,0,969
1012,2011,5,Karnataka,Davanagere,0,0,0,52,60,95,80,99,51,90,8,0,535
1012,2012,5,Karnataka,Davanagere,0,0,0,122.1,21.2,35.7,59,118.1,65.5,29.1,137.8,0.3,588.8
1012,2013,5,Karnataka,Davanagere,0.2,4.5,15.6,37.2,147,110.7,149.1,115.5,161.9,70.6,4.2,0,816.5
1012,2014,5,Karnataka,Davanagere,2.3,0.6,7.6,81.2,120,66.2,141.2,216.4,109.2,169.4,34.2,30.1,978.4
1012,2015,5,Karnataka,Davanagere,0.8,0,6.8,30.7,130,93.3,79.2,85.4,149.2,89.4,41.6,0.7,707.1
1012,2016,5,Karnataka,Davanagere,0.4,0,0,0.4,76.5,147.6,126.2,35.1,85.4,15.7,0,7.2,494.5
1012,2017,5,Karnataka,Davanagere,0,0,2,11.2,76.4,53,71.6,99.6,233,193.6,1,0,741.4
1013,2000,5,Karnataka,Gadag,0,4,0,6,49,109,71,111,153,159,1,2,665
1013,2001,5,Karnataka,Gadag,0,0,0,51,18,39,42,69,172,113,0,3,507
1013,2002,5,Karnataka,Gadag,0,3,0,11,92,90,13,86,47,107,4,0,453
1013,2003,5,Karnataka,Gadag,-1,-1,-1,41,1,33,15,38,35,149,0,6,-1
1013,2004,5,Karnataka,Gadag,0,0,0,33,132,105,117,45,151,64,1,0,648
1013,2005,5,Karnataka,Gadag,0,0,0,35,115,83,160,82,72,89,10,0,646
1013,2006,5,Karnataka,Gadag,0,0,7,30,93,130,39,23,104,68,45,0,539
1013,2007,5,Karnataka,Gadag,0,0,1.7,12.1,49.3,153.2,110.9,85.8,295.3,68.3,13.2,0.2,790
1013,2008,5,Karnataka,Gadag,0,0,3,36,80,31,30,52,82,68,84,1,351
1013,2009,5,Karnataka,Gadag,0,0,11.4,32.5,78.1,88.2,60.6,242.8,169.9,170.8,0,0,854.3
1013,2010,5,Karnataka,Gadag,5,4,0,21,78,60,92,160,70,72,135,0,696
1013,2011,5,Karnataka,Gadag,0,0,1,57,44,52,70,90,28,57,0,0,397
1013,2012,5,Karnataka,Gadag,0,0,0,54.3,46,28.9,41.5,78.3,50.5,41.7,150.1,0,491.3
1013,2013,5,Karnataka,Gadag,0,0,10.5,47.1,58.1,79.9,52.8,43.1,169.8,80.9,0.3,0,542.5
1013,2014,5,Karnataka,Gadag,0,19.9,12.1,24.4,115,61.3,125.9,188.4,68.4,99,29,30.8,774.2
1013,2015,5,Karnataka,Gadag,0.2,0,43.8,19.2,46.2,88.6,10,88.5,100.8,84.1,7.5,1.8,490.7
1013,2016,5,Karnataka,Gadag,0.4,0,1.3,21.7,73.4,99.5,71.6,44,77,3.2,0,4.1,396.2
1013,2017,5,Karnataka,Gadag,0,0,2.6,5.7,73,34.3,41.7,74.4,194.1,121.6,8.7,2.1,558.2
1014,2000,5,Karnataka,Haveri,1,0,0,17,46,77,173,133,154,142,0,2,745
1014,2001,5,Karnataka,Haveri,0,0,0,60,20,77,85,97,108,54,2,5,508
1014,2002,5,Karnataka,Haveri,0,34,0,42,75,127,48,120,24,110,2,0,582
1014,2003,5,Karnataka,Haveri,-1,-1,-1,76,5,70,77,63,31,200,0,8,530
1014,2004,5,Karnataka,Haveri,0,0,8,94,129,104,70,154,90,85,30,0,764
1014,2005,5,Karnataka,Haveri,0,0,4,83,119,116,293,133,106,126,7,0,987
1014,2006,5,Karnataka,Haveri,0,0,8,1,130,147,140,122,83,16,62,0,709
1014,2007,5,Karnataka,Haveri,0,0,1.9,27.3,72,149.1,195.2,200.4,147.3,107.1,18.6,1,919.9
1014,2008,5,Karnataka,Haveri,0,0,1,46,77,116,90,178,78,67,43,0,573
1014,2009,5,Karnataka,Haveri,0,0,19.5,9.6,60.9,65.8,284.1,97.6,184.3,107.8,0,0,829.6
1014,2010,5,Karnataka,Haveri,12,0,2,50,65,118,165,171,132,140,161,0,1016
1014,2011,5,Karnataka,Haveri,0,1,0,95,58,133,135,127,87,122,14,0,772
1014,2012,5,Karnataka,Haveri,0,0,0,124.6,42.6,46.2,83.6,91.4,67.5,53.2,108.4,0,617.5
1014,2013,5,Karnataka,Haveri,16.3,6,3.6,45.9,60.9,125.4,214.2,91.3,143,69.8,1.7,0,778.1
1014,2014,5,Karnataka,Haveri,0,2.1,6.8,69,126.1,77.9,259.3,236.6,96,144.7,45.8,13.1,1077.4
1014,2015,5,Karnataka,Haveri,0,0,20,19.6,109.2,172.3,64.8,87.6,73,99,19.8,0.3,665.6
1014,2016,5,Karnataka,Haveri,0.3,0.4,3.5,9.4,76.9,163.7,126.2,68,46.5,8.4,15.5,2,520.8
1014,2017,5,Karnataka,Haveri,0,0,1.4,43.7,73,54.6,124.3,70.3,217,169.4,4.5,0,758.2
1015,2000,5,Karnataka,Koppal,0,1,0,1,62,72,52,151,138,127,1,1,606
1015,2001,5,Karnataka,Koppal,0,0,0,12,21,23,17,72,227,189,0,0,561
1015,2002,5,Karnataka,Koppal,0,1,0,1,9,15,7,34,37,114,67,0,285
1015,2003,5,Karnataka,Koppal,-1,-1,-1,126,1,10,50,79,35,141,0,0,442
1015,2004,5,Karnataka,Koppal,0,0,0,30,75,107,95,20,139,93,0,0,559
1015,2005,5,Karnataka,Koppal,0,0,0,28,70,72,151,78,149,104,12,0,664
1015,2006,5,Karnataka,Koppal,0,0,29,4,71,57,34,21,82,64,21,0,383
1015,2007,5,Karnataka,Koppal,0,0,0,25.1,50,223.2,71.4,90.1,247.8,71.4,0.9,0.5,780.4
1015,2008,5,Karnataka,Koppal,0,0,0,21,53,24,26,41,186,49,43,0,369
1015,2009,5,Karnataka,Koppal,0,0,3.1,6.1,74.8,61.8,27.8,174.4,228.7,209.5,0,0,786.2
1015,2010,5,Karnataka,Koppal,20,0,0,15,103,60,103,241,61,46,103,0,751
1015,2011,5,Karnataka,Koppal,0,0,0,40,57,53,94,99,39,32,2,0,417
1015,2012,5,Karnataka,Koppal,0,0,0,51.6,12.7,22.6,56.9,79.8,58.5,67.7,104.2,0.1,454.1
1015,2013,5,Karnataka,Koppal,0,5,0.6,13.7,57.8,81.3,91.5,69.4,174.9,162.2,2.2,0,658.6
1015,2014,5,Karnataka,Koppal,0,9,30.2,28.4,103.4,50.5,88.7,223.8,93.4,97.3,14.9,16.4,756
1015,2015,5,Karnataka,Koppal,0.5,0,14.4,68.9,40.4,61,12.7,98.7,187.8,35.6,3.8,0,523.8
1015,2016,5,Karnataka,Koppal,0.5,0,0,0,61,147,64.7,38.1,71.4,27.7,0,0.6,411
1015,2017,5,Karnataka,Koppal,0,0,26.3,13.3,37,134.7,38,124.4,234.1,165.7,0,0,773.5
1016,2000,5,Karnataka,Udupi,18,1,3,30,321,1451,1095,980,304,248,8,5,4464
1016,2001,5,Karnataka,Udupi,0,0,0,107,259,1482,1231,927,212,262,80,1,4561
1016,2002,5,Karnataka,Udupi,0,5,0,19,417,955,557,629,242,498,84,3,3409
1016,2003,5,Karnataka,Udupi,-1,-1,-1,19,13,1168,1015,706,322,176,33,0,3452
1016,2004,5,Karnataka,Udupi,0,0,0,26,553,1091,1027,885,153,178,73,0,3986
1016,2005,5,Karnataka,Udupi,0,0,8,15,485,930,1103,636,492,173,40,7,3889
1016,2006,5,Karnataka,Udupi,0,0,5,1,439,959,942,831,562,254,184,1,4178
1016,2007,5,Karnataka,Udupi,0,0,0,27.7,94.2,1312.9,1103.1,1116.2,902.2,238.5,60.2,1.2,4856.2
1016,2008,5,Karnataka,Udupi,0,0,0,33,87,1131,755,979,570,146,21,1,3603
1016,2009,5,Karnataka,Udupi,0,0,27.6,13.9,103.3,659.3,2281.5,713.6,743,318.4,0,0,4860.6
1016,2010,5,Karnataka,Udupi,19,0,4,79,104,978,1601,955,602,438,289,16,5084
1016,2011,5,Karnataka,Udupi,0,1,1,42,36,1374,1422,1157,721,229,129,1,5113
1016,2012,5,Karnataka,Udupi,0,0,0,49.6,21.2,1103.3,945.1,1570.4,525.8,135.1,101.9,0,4452.4
1016,2013,5,Karnataka,Udupi,4.3,12.8,4,36.2,130.7,1339.7,1711,848.5,416.6,292.1,53.5,3.1,4852.5
1016,2014,5,Karnataka,Udupi,0,0,0.3,15.2,136.2,617,1208.3,1460.1,417.6,251.6,28,24.7,4159
1016,2015,5,Karnataka,Udupi,0.6,0,35.4,69.7,115.3,841.1,1284.2,684.4,373.6,214.9,195.3,4.9,3819.4
1016,2016,5,Karnataka,Udupi,0.8,0,0,0,115.2,1326.2,958.3,593.1,294.5,83.8,12.8,15.1,3399.8
1016,2017,5,Karnataka,Udupi,0,0,0,4.5,159.1,1192.4,1150.2,864.6,379.9,301.5,27.5,14,4093.7
2004,2008,5,Karnataka,Ramanagaram,0,0,0,0,0,25,97,200,85,112,35,2,556
2004,2009,5,Karnataka,Ramanagaram,0,6,89,16,83,-1,-1,-1,-1,-1,-1,-1,-1
2004,2010,5,Karnataka,Ramanagaram,9,0,7,69,97,47,92,101,97,127,151,0,798
2004,2011,5,Karnataka,Ramanagaram,0,7,6,97,138,31,97,112,42,167,47,1,745
2004,2012,5,Karnataka,Ramanagaram,0,0,0,65.8,60,10,76.1,85.3,42.9,89,96.7,14.3,540.1
2004,2013,5,Karnataka,Ramanagaram,0,1,6.6,61.7,87.5,90.7,48.6,112.8,263.7,88,32.9,5.5,799
2004,2014,5,Karnataka,Ramanagaram,0,0.3,46.4,32.4,88.8,91,32.5,111.4,186.3,189.2,26.9,5.1,810.3
2004,2015,5,Karnataka,Ramanagaram,1.5,0,17.2,139.5,161.3,80.2,28.8,136,226.8,81.1,196.5,2.9,1071.8
2004,2016,5,Karnataka,Ramanagaram,2.2,0,0.2,3.8,113.4,72.9,184.6,70.7,29.2,49.9,7.6,57.5,592
2004,2017,5,Karnataka,Ramanagaram,1.9,0,30.3,39,283.9,32.5,23.9,212.8,405,229.4,24.7,13,1296.4
2005,2008,5,Karnataka,Chikkaballapur,0,0,0,0,0,39,149,102,213,155,42,3,703
2005,2009,5,Karnataka,Chikkaballapur,0,18,85,3,61,-1,-1,-1,-1,-1,-1,-1,-1
2005,2010,5,Karnataka,Chikkaballapur,0,0,4,60,86,144,131,127,87,73,214,9,934
2005,2011,5,Karnataka,Chikkaballapur,0,1,0,44,92,38,89,181,44,123,52,9,674
2005,2012,5,Karnataka,Chikkaballapur,0.2,0,1.3,72.3,69.3,25.4,66.2,124.8,72.9,73.3,113.7,8.7,628.1
2005,2013,5,Karnataka,Chikkaballapur,0,16.9,3,36.5,55.9,60,63.7,55.9,172.7,130.4,22.2,2.3,619.5
2005,2014,5,Karnataka,Chikkaballapur,0,0,14.7,11,104.8,60.5,39.8,113.7,70.5,88.6,19.3,10.8,533.7
2005,2015,5,Karnataka,Chikkaballapur,6.2,0,39.6,81.8,123.7,50,66.3,178.4,159.3,105.7,298,6.8,1115.8
2005,2016,5,Karnataka,Chikkaballapur,4.1,0,1.2,2.6,154.1,103.7,219.4,16.2,43,4.7,6.4,60.9,616.3
2005,2017,5,Karnataka,Chikkaballapur,0.6,0,45.2,44.9,147.2,44.1,32.8,100.1,231.3,284.9,23.7,4,958.8
2025,2004,5,Karnataka,Yadagiri,0,0,0,0,0,223,139,187,128,34,0,0,711
2025,2005,5,Karnataka,Yadagiri,0,26,155,67,0,0,0,0,0,0,0,0,248
2025,2006,5,Karnataka,Yadagiri,0,0,0,0,0,39,302.8,231.8,12.6,9,0,0,595.2
2025,2007,5,Karnataka,Yadagiri,0,42,0,2.1,0,45,144,71,0,0,0,0,304.1
2025,2008,5,Karnataka,Yadagiri,166.5,420.5,53,0,5,0,0,0,0,0,0,0,645
2025,2009,5,Karnataka,Yadagiri,0,0,29,0,66,162.5,136,26,0,0,0,0,419.5
2025,2010,5,Karnataka,Yadagiri,7,1,0,5,24,111,230,218,121,76,35,3,830
2025,2011,5,Karnataka,Yadagiri,0,5,0,34,41,58,162,156,41,47,0,0,545
2025,2012,5,Karnataka,Yadagiri,0,0,0,31.3,13.7,68.4,143,82.6,89.7,86.8,19.5,0,535
2025,2013,5,Karnataka,Yadagiri,0,5.9,0,10.6,44,62.5,100.6,97.7,305.8,135.9,1.1,0,764.1
