iter	Accuracy	MultiClass
883	0.9985714286	0.04998177622
884	0.9985714286	0.04988691868
885	0.9985714286	0.04976474452
886	0.9985714286	0.0496864617
887	0.9985714286	0.04961357743
888	0.9985714286	0.0494989537
889	0.9985714286	0.04938073609
890	0.9985714286	0.04932177941
891	0.9985714286	0.04926123583
892	0.9985714286	0.04918147407
893	0.9985714286	0.04909876232
894	0.9985714286	0.04905066344
895	0.9985714286	0.04895724864
896	0.9985714286	0.04888648886
897	0.9985714286	0.04881808225
898	0.9985714286	0.04876825158
899	0.9985714286	0.04868554595
900	0.9985714286	0.0485987536
901	0.9985714286	0.04854044814
902	0.9985714286	0.048521392
903	0.9985714286	0.04851017645
904	0.9985714286	0.04844423124
905	0.9985714286	0.04839360926
906	0.9985714286	0.04837322336
907	0.9985714286	0.04836430919
908	0.9985714286	0.04831344709
909	0.9985714286	0.04829237653
910	0.9985714286	0.04823958143
911	0.9985714286	0.04821244807
912	0.9985714286	0.04815150398
913	0.9985714286	0.04809322832
914	0.9985714286	0.04799918445
915	0.9985714286	0.04791785987
916	0.9985714286	0.04779471691
917	0.9985714286	0.04777223295
918	0.9985714286	0.04770384054
919	0.9985714286	0.04759558605
920	0.9985714286	0.0475861608
921	0.9985714286	0.047526754
922	0.9985714286	0.04751789864
923	0.9985714286	0.04750620876
924	0.9985714286	0.04744126102
925	0.9985714286	0.04736146691
926	0.9985714286	0.04727762762
927	0.9985714286	0.04721260825
928	0.9985714286	0.04711413996
929	0.9985714286	0.0470473596
930	0.9985714286	0.04700547278
931	0.9985714286	0.0469686933
932	0.9985714286	0.04694977501
933	0.9985714286	0.04693577487
934	0.9985714286	0.04688543829
935	0.9985714286	0.04683403749
936	0.9985714286	0.04682852584
937	0.9985714286	0.04673784804
938	0.9985714286	0.04673091165
939	0.9985714286	0.04664706842
940	0.9985714286	0.04661881505
941	0.9985714286	0.04657531348
942	0.9985714286	0.04651837115
943	0.9985714286	0.04643191165
944	0.9985714286	0.0463676357
945	0.9985714286	0.04633234094
946	0.9985714286	0.04621396741
947	0.9985714286	0.04612967265
948	0.9985714286	0.04602203072
949	0.9985714286	0.04598358913
950	0.9985714286	0.04596950473
951	0.9985714286	0.04592004737
952	0.9985714286	0.04586083841
953	0.9985714286	0.04578306114
954	0.9985714286	0.04572820201
955	0.9985714286	0.04567485411
956	0.9985714286	0.04558797603
957	0.9985714286	0.04552539142
958	0.9985714286	0.04543425396
959	0.9985714286	0.04535129812
960	0.9985714286	0.04534561069
961	0.9985714286	0.04526712927
962	0.9985714286	0.04521704087
963	0.9985714286	0.0451994227
964	0.9985714286	0.04514185196
965	0.9985714286	0.04507666799
966	0.9985714286	0.04497629808
967	0.9985714286	0.0449313486
968	0.9985714286	0.04490701741
969	0.9985714286	0.04480847777
970	0.9985714286	0.04478722638
971	0.9985714286	0.04472088077
972	0.9985714286	0.04470372537
973	0.9985714286	0.04469330408
974	0.9985714286	0.04460699769
975	0.9985714286	0.04450952079
976	0.9985714286	0.04442735795
977	0.9985714286	0.04436329373
978	0.9985714286	0.0443057058
979	0.9985714286	0.04427528614
980	0.9985714286	0.04418183899
981	0.9985714286	0.04416031197
982	0.9985714286	0.04408165649
983	0.9985714286	0.04401923419
984	0.9985714286	0.04395395318
985	0.9985714286	0.04394562967
986	0.9985714286	0.04389566532
987	0.9985714286	0.04380183473
988	0.9985714286	0.04378927101
989	0.9985714286	0.0436849849
990	0.9985714286	0.04361613726
991	0.9985714286	0.04355060655
992	0.9985714286	0.043512806
993	0.9985714286	0.04343431451
994	0.9985714286	0.04342347616
995	0.9985714286	0.04335392961
996	0.9985714286	0.0433060686
997	0.9985714286	0.04321896175
998	0.9985714286	0.04316707415
999	0.9985714286	0.04314518084
